Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,Travel_Frequently,Research & Development,1.0,4,Medical,Male,Research Scientist,Single,20330.0,1.0,14,8.0,1,12.0,3.0,12,3,7,0
33,Travel_Frequently,Research & Development,10.0,2,Medical,Female,Sales Executive,Married,21322.0,1.0,14,8.0,2,10.0,5.0,10,0,1,0
37,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Female,Sales Executive,Single,52942.0,4.0,17,8.0,3,16.0,3.0,5,0,2,0
29,Travel_Frequently,Research & Development,13.0,2,Life Sciences,Female,Laboratory Technician,Single,52200.0,1.0,17,8.0,0,1.0,3.0,1,1,0,1
37,Travel_Rarely,Research & Development,5.0,3,Medical,Male,Manager,Married,98840.0,1.0,14,8.0,0,10.0,3.0,10,7,8,0
47,Travel_Rarely,Research & Development,1.0,3,Technical Degree,Male,Manufacturing Director,Divorced,135700.0,5.0,16,8.0,2,20.0,2.0,5,0,4,0
32,Travel_Rarely,Research & Development,3.0,2,Technical Degree,Male,Manufacturing Director,Single,53630.0,1.0,13,8.0,0,6.0,4.0,6,4,1,0
44,Travel_Rarely,Human Resources,6.0,2,Human Resources,Male,Sales Executive,Single,45580.0,1.0,13,8.0,1,6.0,2.0,6,0,2,1
40,Travel_Rarely,Research & Development,2.0,3,Medical,Female,Research Scientist,Divorced,37800.0,7.0,12,8.0,0,7.0,2.0,5,1,3,0
29,Travel_Rarely,Research & Development,2.0,4,Other,Male,Laboratory Technician,Married,20969.0,0.0,22,8.0,0,6.0,2.0,5,0,2,0
33,Travel_Rarely,Research & Development,4.0,2,Life Sciences,Male,Sales Executive,Single,50083.0,0.0,14,8.0,0,6.0,2.0,5,0,3,1
27,Travel_Frequently,Research & Development,29.0,1,Life Sciences,Male,Manufacturing Director,Divorced,43250.0,1.0,109,8.0,0,9.0,2.0,9,1,7,0
28,Travel_Rarely,Research & Development,23.0,3,Life Sciences,Male,Manufacturing Director,Divorced,46010.0,0.0,15,8.0,2,6.0,2.0,5,0,0,0
32,Non-Travel,Research & Development,4.0,1,Life Sciences,Male,Manager,Divorced,62090.0,5.0,17,8.0,1,9.0,5.0,5,1,2,0
35,Travel_Rarely,Research & Development,8.0,4,Medical,Female,Research Scientist,Married,38380.0,1.0,16,8.0,1,1.0,2.0,1,0,1,0
36,Travel_Rarely,Sales,9.0,3,Marketing,Female,Research Scientist,Single,142750.0,3.0,18,8.0,1,7.0,5.0,3,1,2,0
41,Travel_Rarely,Research & Development,2.0,4,Medical,Male,Research Scientist,Single,195170.0,2.0,13,8.0,0,20.0,5.0,18,2,17,0
50,Travel_Frequently,Research & Development,5.0,2,Medical,Male,Sales Representative,Married,44240.0,3.0,14,8.0,1,18.0,2.0,4,1,3,1
24,Travel_Rarely,Human Resources,29.0,4,Human Resources,Male,Manufacturing Director,Married,29303.0,1.0,19,8.0,1,1.0,5.0,1,0,0,1
35,Travel_Rarely,Research & Development,7.0,3,Life Sciences,Female,Laboratory Technician,Single,31170.0,1.0,13,8.0,1,6.0,3.0,5,1,4,0
56,Travel_Rarely,Human Resources,1.0,2,Medical,Female,Sales Executive,Single,25590.0,1.0,21,8.0,0,5.0,3.0,4,1,0,1
33,Travel_Rarely,Research & Development,7.0,2,Life Sciences,Male,Research Scientist,Married,37370.0,8.0,116,8.0,2,8.0,2.0,5,0,2,0
42,Travel_Frequently,Research & Development,18.0,4,Technical Degree,Male,Sales Executive,Married,132060.0,0.0,13,8.0,2,7.0,2.0,6,0,4,0
31,Travel_Frequently,Research & Development,3.0,1,Other,Male,Sales Executive,Married,71812.0,1.0,14,8.0,1,10.0,2.0,10,0,8,1
37,Travel_Rarely,Research & Development,23.0,3,Life Sciences,Male,Manufacturing Director,Divorced,166590.0,7.0,16,8.0,1,9.0,2.0,6,1,3,0
37,Travel_Rarely,Sales,10.0,1,Marketing,Male,Sales Executive,Single,44400.0,2.0,11,8.0,1,18.0,3.0,1,0,1,0
34,Travel_Rarely,Research & Development,27.0,3,Other,Female,Sales Executive,Married,190380.0,6.0,13,8.0,0,13.0,3.0,11,5,9,0
29,Travel_Rarely,Research & Development,9.0,3,Medical,Female,Research Scientist,Divorced,52960.0,4.0,14,8.0,0,11.0,3.0,7,1,7,0
50,Travel_Rarely,Sales,9.0,4,Life Sciences,Male,Research Scientist,Divorced,96670.0,3.0,23,8.0,0,28.0,2.0,10,1,6,0
38,Travel_Frequently,Research & Development,29.0,3,Medical,Male,Healthcare Representative,Married,29790.0,4.0,12,8.0,1,9.0,3.0,6,0,5,0
40,Travel_Rarely,Research & Development,2.0,4,Other,Male,Research Scientist,Married,50330.0,2.0,14,8.0,2,6.0,6.0,4,0,2,0
35,Travel_Rarely,Research & Development,9.0,3,Medical,Female,Sales Executive,Single,131420.0,1.0,25,8.0,2,10.0,4.0,10,0,8,0
34,Travel_Rarely,Research & Development,27.0,3,Other,Female,Sales Executive,Married,190633.0,6.0,13,8.0,0,13.0,3.0,11,5,9,0
47,Travel_Rarely,Research & Development,3.0,2,Medical,Male,Laboratory Technician,Married,43640.0,3.0,11,8.0,1,26.0,3.0,20,5,6,0
52,Travel_Rarely,Research & Development,1.0,2,Medical,Female,Manager,Single,83460.0,7.0,14,8.0,0,6.0,5.0,2,2,2,0
49,Travel_Rarely,Sales,4.0,4,Marketing,Male,Sales Executive,Single,47280.0,3.0,11,8.0,1,8.0,4.0,5,0,4,0
43,Travel_Frequently,Sales,3.0,2,Life Sciences,Male,Sales Executive,Single,32110.0,4.0,13,8.0,0,18.0,2.0,3,1,2,0
29,Travel_Frequently,Research & Development,2.0,4,Medical,Male,Research Scientist,Divorced,27747.0,0.0,18,8.0,0,8.0,2.0,7,1,1,0
35,Travel_Rarely,Sales,3.0,1,Technical Degree,Male,Laboratory Technician,Married,18590.0,0.0,25,8.0,1,4.0,2.0,3,0,2,0
33,Non-Travel,Research & Development,1.0,3,Life Sciences,Male,Research Scientist,Divorced,140260.0,1.0,12,8.0,0,1.0,4.0,1,0,0,0
57,Travel_Rarely,Research & Development,21.0,4,Life Sciences,Male,Research Scientist,Married,191610.0,2.0,18,8.0,0,15.0,2.0,3,1,2,0
31,Non-Travel,Research & Development,2.0,2,Medical,Male,Sales Executive,Divorced,195130.0,1.0,12,8.0,1,10.0,1.0,10,9,6,0
37,Travel_Rarely,Sales,9.0,4,Marketing,Female,Laboratory Technician,Married,20860.0,4.0,14,8.0,0,17.0,3.0,3,1,0,0
26,Travel_Rarely,Research & Development,7.0,2,Life Sciences,Male,Manufacturing Director,Married,55210.0,1.0,13,8.0,1,3.0,5.0,3,0,2,0
32,Travel_Rarely,Research & Development,5.0,3,Technical Degree,Female,Sales Executive,Married,96020.0,1.0,13,8.0,1,10.0,3.0,10,1,1,1
38,Travel_Rarely,Research & Development,9.0,2,Technical Degree,Male,Sales Representative,Single,23907.0,4.0,12,8.0,0,20.0,3.0,1,0,0,0
51,Travel_Rarely,Research & Development,3.0,2,Other,Female,Sales Representative,Single,190490.0,7.0,14,8.0,1,23.0,2.0,20,15,15,0
36,Travel_Rarely,Sales,2.0,2,Marketing,Female,Sales Executive,Divorced,86060.0,1.0,14,8.0,2,17.0,3.0,17,12,8,0
31,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Female,Sales Executive,Divorced,29090.0,9.0,14,8.0,2,10.0,2.0,5,0,1,0
21,Travel_Rarely,Sales,2.0,2,Marketing,Male,Healthcare Representative,Single,27910.0,1.0,14,8.0,0,1.0,3.0,1,1,0,1
41,Travel_Rarely,Research & Development,30.0,1,Life Sciences,Male,Laboratory Technician,Single,24267.0,1.0,12,8.0,0,22.0,6.0,22,0,4,0
38,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Female,Sales Executive,Married,50790.0,3.0,11,8.0,0,10.0,3.0,5,0,2,0
34,Travel_Frequently,Human Resources,8.0,4,Other,Female,Research Scientist,Married,14450.0,1.0,11,8.0,2,10.0,4.0,10,1,9,0
32,Non-Travel,Sales,3.0,4,Marketing,Male,Research Scientist,Married,21090.0,0.0,13,8.0,1,4.0,3.0,3,2,100,0
24,Travel_Rarely,Human Resources,28.0,4,Human Resources,Male,Manufacturing Director,Married,29220.0,1.0,19,8.0,1,1.0,5.0,1,0,0,1
34,Travel_Frequently,Sales,9.0,1,Technical Degree,Male,Sales Executive,Single,26570.0,2.0,13,8.0,1,5.0,3.0,3,0,2,0
43,Travel_Rarely,Sales,5.0,3,Marketing,Female,Research Scientist,Single,45220.0,8.0,15,8.0,1,7.0,3.0,4,1,3,1
49,Non-Travel,Research & Development,23.0,1,Other,Female,Sales Executive,Divorced,92410.0,1.0,19,8.0,1,7.0,5.0,7,1,7,0
34,Travel_Rarely,Research & Development,2.0,2,Life Sciences,Male,Sales Representative,Married,64100.0,1.0,13,8.0,1,1.0,5.0,1,0,0,0
38,Travel_Rarely,Sales,8.0,2,Marketing,Male,Research Scientist,Married,50180.0,9.0,14,8.0,0,14.0,0.0,1,0,0,0
43,Travel_Rarely,Research & Development,12.0,2,Life Sciences,Male,Laboratory Technician,Married,168350.0,3.0,17,8.0,1,25.0,3.0,8,0,7,0
55,Travel_Frequently,Research & Development,24.0,5,Life Sciences,Male,Laboratory Technician,Married,36970.0,3.0,13,8.0,1,23.0,1.0,3,1,2,0
38,Travel_Frequently,Sales,29.0,2,Medical,Female,Sales Executive,Single,39170.0,1.0,15,8.0,3,4.0,2.0,4,3,3,0
39,Travel_Rarely,Research & Development,3.0,1,Medical,Female,Research Scientist,Married,47790.0,4.0,14,8.0,2,9.0,3.0,7,1,7,0
19,Travel_Rarely,Research & Development,1.0,3,Other,Female,Manufacturing Director,Single,152020.0,1.0,18,8.0,3,1.0,2.0,1,0,0,0
36,Travel_Rarely,Research & Development,22.0,4,Life Sciences,Male,Healthcare Representative,Married,29500.0,4.0,14,8.0,0,8.0,1.0,6,0,0,0
42,Travel_Rarely,Research & Development,8.0,4,Life Sciences,Female,Sales Executive,Married,34450.0,1.0,11,8.0,2,22.0,2.0,22,11,15,0
24,Travel_Rarely,Research & Development,17.0,2,Life Sciences,Female,Healthcare Representative,Single,25640.0,9.0,12,8.0,0,4.0,3.0,2,2,0,1
19,Travel_Rarely,Research & Development,5.0,2,Life Sciences,Male,Manager,Single,53320.0,1.0,23,8.0,1,0.0,2.0,0,0,0,1
50,Travel_Rarely,Sales,11.0,1,Life Sciences,Female,Manufacturing Director,Divorced,52490.0,9.0,21,8.0,2,32.0,2.0,5,1,3,0
42,Travel_Frequently,Sales,14.0,4,Life Sciences,Female,Laboratory Technician,Single,22880.0,5.0,16,8.0,1,8.0,4.0,2,2,2,0
30,Travel_Frequently,Research & Development,11.0,3,Life Sciences,Female,Healthcare Representative,Divorced,28140.0,1.0,24,8.0,0,10.0,2.0,10,0,9,0
35,Travel_Rarely,Research & Development,15.0,2,Medical,Female,Laboratory Technician,Single,54069.0,0.0,12,8.0,1,6.0,2.0,5,4,3,0
27,Travel_Rarely,Sales,4.0,2,Technical Degree,Male,Healthcare Representative,Married,135770.0,1.0,12,8.0,1,6.0,2.0,5,1,2,0
39,Travel_Rarely,Research & Development,11.0,4,Life Sciences,Female,Human Resources,Married,66960.0,7.0,11,8.0,0,8.0,3.0,2,2,2,1
37,Travel_Frequently,Sales,3.0,4,Life Sciences,Male,Laboratory Technician,Divorced,52380.0,1.0,15,8.0,1,10.0,5.0,10,0,7,0
40,Travel_Rarely,Sales,1.0,4,Marketing,Male,Sales Executive,Married,48690.0,4.0,12,8.0,0,14.0,2.0,11,11,1,0
54,Travel_Rarely,Research & Development,1.0,3,Medical,Female,Human Resources,Single,24035.0,6.0,13,8.0,1,9.0,2.0,5,1,4,0
54,Travel_Rarely,Research & Development,19.0,4,Medical,Female,Laboratory Technician,Divorced,49630.0,9.0,15,8.0,1,9.0,2.0,5,1,4,0
36,Travel_Rarely,Research & Development,1.0,3,Medical,Female,Manufacturing Director,Divorced,175670.0,5.0,13,8.0,0,7.0,6.0,1,0,0,0
31,Travel_Frequently,Research & Development,29.0,3,Life Sciences,Female,Healthcare Representative,Single,25694.0,1.0,14,8.0,0,7.0,3.0,7,7,7,1
34,Travel_Rarely,Sales,5.0,3,Medical,Female,Sales Executive,Married,12610.0,2.0,14,8.0,1,6.0,6.0,4,1,2,0
54,Travel_Rarely,Sales,23.0,3,Medical,Female,Laboratory Technician,Married,136030.0,8.0,13,8.0,1,22.0,2.0,10,0,8,0
29,Travel_Rarely,Research & Development,23.0,3,Medical,Male,Sales Executive,Married,79690.0,0.0,14,8.0,0,6.0,3.0,5,1,3,0
38,Travel_Frequently,Research & Development,4.0,2,Medical,Female,Manager,Divorced,44440.0,1.0,13,8.0,0,20.0,2.0,20,0,7,0
35,Travel_Rarely,Research & Development,2.0,3,Medical,Female,Research Scientist,Divorced,25320.0,1.0,13,8.0,0,1.0,2.0,1,0,0,1
26,Travel_Frequently,Research & Development,4.0,3,Medical,Male,Laboratory Technician,Divorced,139640.0,1.0,11,8.0,2,5.0,1.0,5,1,3,0
31,Travel_Frequently,Research & Development,9.0,4,Medical,Male,Sales Executive,Divorced,46840.0,1.0,16,8.0,1,2.0,4.0,2,2,2,0
37,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Research Scientist,Married,20941.0,1.0,12,8.0,0,10.0,1.0,10,3,7,0
30,Travel_Rarely,Research & Development,8.0,3,Technical Degree,Male,Research Director,Single,14830.0,5.0,13,8.0,0,12.0,3.0,0,0,0,0
50,Travel_Frequently,Research & Development,1.0,4,Medical,Male,Research Scientist,Single,159920.0,3.0,14,8.0,0,5.0,3.0,0,0,0,1
34,Travel_Rarely,Sales,24.0,3,Marketing,Male,Research Scientist,Single,27420.0,0.0,11,8.0,1,13.0,2.0,12,2,11,0
45,Travel_Rarely,Research & Development,11.0,4,Life Sciences,Male,Research Director,Single,56050.0,1.0,12,8.0,2,1.0,2.8093203883495144,1,0,0,0
59,Non-Travel,Research & Development,13.0,2,Life Sciences,Male,Sales Executive,Married,47230.0,9.0,14,8.0,0,30.0,0.0,3,2,2,0
28,Travel_Rarely,Research & Development,11.0,1,Medical,Male,Sales Executive,Single,25610.0,1.0,22,8.0,1,2.0,3.0,2,2,77,1
50,Travel_Frequently,Research & Development,26.0,4,Life Sciences,Female,Healthcare Representative,Married,32020.0,2.0,24,8.0,1,32.0,2.0,2,2,2,0
23,Travel_Rarely,Research & Development,11.0,3,Medical,Male,Laboratory Technician,Divorced,64390.0,3.0,22,8.0,3,3.0,2.0,0,0,0,0
28,Travel_Frequently,Research & Development,9.0,3,Life Sciences,Female,Sales Executive,Single,59966.0,0.0,11,8.0,0,5.0,3.0,4,1,3,0
36,Travel_Rarely,Sales,3.0,4,Technical Degree,Male,Sales Executive,Single,54820.0,1.0,18,8.0,0,18.0,3.0,17,15,14,1
46,Travel_Rarely,Research & Development,7.0,3,Medical,Male,Sales Executive,Single,46150.0,6.0,12,8.0,0,19.0,3.0,10,0,9,0
35,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Female,Research Director,Married,108830.0,3.0,12,8.0,0,8.0,3.0,1,0,1,1
49,Travel_Frequently,Sales,7.0,5,Medical,Female,Healthcare Representative,Single,23420.0,3.0,18,8.0,0,20.0,2.0,4,1,3,1
25,Travel_Rarely,Research & Development,1.0,4,Medical,Male,Sales Executive,Married,25117.0,4.0,14,8.0,2,7.0,2.0,3,0,2,0
58,Non-Travel,Research & Development,2.0,4,Medical,Male,Laboratory Technician,Divorced,24668.0,4.0,12,8.0,1,37.0,3.0,16,14,14,0
36,Travel_Rarely,Sales,3.0,3,Technical Degree,Female,Laboratory Technician,Married,22900.0,4.0,11,8.0,0,15.0,5.0,1,0,0,0
36,Travel_Rarely,Research & Development,1.0,3,Medical,Male,Manufacturing Director,Divorced,33760.0,5.0,20,8.0,0,16.0,3.0,2,2,2,1
53,Travel_Rarely,Research & Development,11.0,4,Life Sciences,Female,Research Scientist,Married,21480.0,3.0,11,8.0,0,21.0,2.0,5,1,3,0
31,Travel_Rarely,Research & Development,8.0,1,Technical Degree,Male,Manufacturing Director,Married,29360.0,4.0,12,8.0,1,10.0,2.0,8,7,7,0
29,Travel_Frequently,Research & Development,30.0,1,Life Sciences,Male,Sales Representative,Married,192020.0,1.0,12,8.0,0,3.0,5.0,3,0,2,0
51,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Laboratory Technician,Divorced,56750.0,5.0,13,8.0,0,13.0,2.0,4,1,2,0
24,Travel_Rarely,Research & Development,2.0,1,Life Sciences,Male,Laboratory Technician,Married,34070.0,0.0,13,8.0,1,6.0,4.0,5,1,2,0
45,Non-Travel,Research & Development,1.0,3,Medical,Female,Human Resources,Married,125300.0,1.0,12,8.0,1,15.0,2.0,15,4,12,0
38,Travel_Rarely,Human Resources,26.0,1,Human Resources,Female,Manufacturing Director,Married,78470.0,3.0,14,8.0,1,9.0,3.0,7,1,7,0
33,Non-Travel,Sales,15.0,3,Other,Male,Research Director,Single,194360.0,1.0,19,8.0,2,10.0,4.0,10,6,0,0
35,Travel_Frequently,Research & Development,2.0,2,Medical,Male,Manufacturing Director,Married,67960.0,0.0,13,8.0,0,5.0,2.8093203883495144,4,3,2,1
35,Travel_Frequently,Sales,1.0,2,Technical Degree,Male,Manager,Single,66460.0,1.0,13,8.0,1,9.0,2.0,9,1,1,0
44,Travel_Frequently,Research & Development,5.0,3,Life Sciences,Female,Manufacturing Director,Married,43820.0,7.0,16,8.0,2,11.0,2.0,1,0,0,0
47,Travel_Rarely,Sales,16.0,4,Marketing,Female,Research Director,Married,65530.0,0.0,15,8.0,0,8.0,2.0,7,7,7,0
54,Travel_Rarely,Research & Development,3.0,4,Medical,Male,Human Resources,Single,90278.0,7.0,11,8.0,3,19.0,2.0,1,0,0,0
38,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Female,Research Scientist,Married,154270.0,3.0,16,8.0,1,18.0,2.0,1,0,0,0
56,Non-Travel,Research & Development,9.0,1,Life Sciences,Male,Sales Executive,Divorced,54670.0,1.0,20,8.0,0,13.0,6.0,13,1,9,0
48,Travel_Rarely,Human Resources,3.0,4,Medical,Male,Sales Executive,Single,45540.0,2.0,11,8.0,2,19.0,3.0,2,2,2,0
25,Travel_Rarely,Human Resources,25.0,4,Human Resources,Female,Research Scientist,Married,82680.0,1.0,12,8.0,0,7.0,3.0,7,5,6,1
41,Non-Travel,Sales,6.0,3,Life Sciences,Female,Research Director,Single,27730.0,1.0,11,8.0,0,19.0,3.0,19,11,9,0
33,Travel_Rarely,Research & Development,1.0,2,Medical,Male,Laboratory Technician,Single,29333.0,1.0,17,8.0,3,10.0,2.0,10,7,8,1
50,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Sales Executive,Divorced,43770.0,5.0,12,8.0,1,19.0,2.0,14,1,11,0
40,Travel_Rarely,Research & Development,1.0,1,Life Sciences,Male,Healthcare Representative,Single,22130.0,1.0,17,8.0,0,21.0,4.0,20,4,9,0
49,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Manufacturing Director,Single,73140.0,7.0,22,8.0,0,25.0,2.0,7,0,7,0
29,Travel_Frequently,Research & Development,14.0,2,Life Sciences,Female,Laboratory Technician,Single,52200.0,1.0,17,8.0,0,1.0,3.0,1,1,0,1
33,Travel_Frequently,Research & Development,9.0,3,Technical Degree,Male,Laboratory Technician,Divorced,90690.0,3.0,25,8.0,1,15.0,3.0,13,4,7,0
31,Travel_Frequently,Sales,2.0,3,Medical,Male,Sales Executive,Single,25720.0,1.0,13,8.0,3,10.0,3.0,10,4,7,1
45,Travel_Rarely,Research & Development,26.0,1,Medical,Female,Healthcare Representative,Divorced,27940.0,3.0,19,8.0,1,8.0,2.0,5,0,2,0
40,Travel_Rarely,Research & Development,3.0,2,Medical,Male,Research Director,Married,25390.0,4.0,12,8.0,1,7.0,3.0,4,0,2,0
29,Travel_Frequently,Research & Development,30.0,1,Life Sciences,Male,Sales Representative,Married,192020.0,1.0,12,8.0,0,3.0,5.0,3,0,2,0
32,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Male,Research Scientist,Married,26620.0,1.0,11,8.0,1,13.0,6.0,13,11,9,0
37,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Research Scientist,Married,20220.0,1.0,12,8.0,0,10.0,1.0,10,3,7,0
22,Non-Travel,Sales,17.0,2,Marketing,Male,Sales Executive,Married,97050.0,1.0,18,8.0,2,4.0,3.0,4,1,3,0
34,Non-Travel,Sales,2.0,2,Life Sciences,Male,Research Scientist,Divorced,86210.0,1.0,17,8.0,1,5.0,1.0,5,0,0,0
45,Travel_Rarely,Research & Development,5.0,3,Medical,Female,Laboratory Technician,Divorced,118360.0,1.0,106,8.0,0,10.0,2.0,10,7,7,0
23,Travel_Rarely,Research & Development,7.0,2,Life Sciences,Female,Manager,Married,105520.0,2.0,11,8.0,0,4.0,2.0,2,2,2,0
27,Travel_Frequently,Research & Development,13.0,4,Medical,Male,Manager,Married,44010.0,5.0,13,8.0,0,6.0,4.0,2,2,0,0
50,Non-Travel,Human Resources,3.0,2,Life Sciences,Male,Laboratory Technician,Married,36880.0,0.0,11,8.0,0,19.0,3.0,18,0,13,0
53,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Female,Laboratory Technician,Single,48694.0,2.0,18,8.0,0,19.0,2.0,2,2,2,0
50,Non-Travel,Research & Development,18.0,3,Medical,Female,Laboratory Technician,Divorced,42980.0,1.0,20,8.0,1,31.0,6.0,31,14,7,0
49,Travel_Rarely,Sales,3.0,3,Technical Degree,Male,Manufacturing Director,Single,52040.0,8.0,14,8.0,1,26.0,3.0,5,0,0,0
46,Travel_Rarely,Research & Development,23.0,1,Life Sciences,Male,Laboratory Technician,Divorced,34923.0,2.0,14,8.0,0,25.0,0.0,19,2,8,0
38,Travel_Rarely,Research & Development,8.0,2,Technical Degree,Female,Manufacturing Director,Married,25256.0,3.0,11,8.0,0,15.0,2.0,1,1,0,0
36,Travel_Rarely,Research & Development,29.0,1,Life Sciences,Male,Laboratory Technician,Married,33770.0,0.0,12,8.0,2,16.0,2.0,15,10,11,0
33,Travel_Rarely,Research & Development,15.0,4,Life Sciences,Female,Sales Executive,Single,62010.0,2.0,15,8.0,3,14.0,2.0,0,0,0,0
30,Travel_Rarely,Sales,9.0,3,Marketing,Female,Research Scientist,Married,90710.0,0.0,19,8.0,1,12.0,2.0,11,5,7,0
30,Travel_Rarely,Sales,10.0,1,Marketing,Male,Research Director,Married,40890.0,0.0,18,8.0,0,10.0,2.0,9,6,7,0
36,Travel_Frequently,Research & Development,5.0,1,Technical Degree,Male,Sales Executive,Married,13590.0,4.0,12,8.0,0,17.0,2.0,5,0,3,0
28,Non-Travel,Research & Development,19.0,4,Life Sciences,Female,Laboratory Technician,Single,52380.0,1.0,17,8.0,1,10.0,4.0,10,1,9,1
27,Travel_Rarely,Sales,28.0,3,Life Sciences,Male,Research Scientist,Divorced,22930.0,0.0,18,8.0,0,5.0,0.0,4,0,2,1
28,Travel_Frequently,Sales,6.0,4,Life Sciences,Male,Manager,Divorced,52538.0,1.0,15,8.0,0,3.0,2.8093203883495144,3,0,2,0
38,Travel_Rarely,Research & Development,1.0,3,Medical,Female,Human Resources,Married,38160.0,1.0,13,8.0,2,7.0,2.0,7,5,0,0
33,Travel_Frequently,Sales,29.0,4,Life Sciences,Female,Human Resources,Single,31800.0,1.0,14,8.0,1,15.0,2.0,15,8,12,0
30,Travel_Rarely,Research & Development,20.0,3,Medical,Male,Laboratory Technician,Married,25230.0,3.0,13,8.0,1,7.0,2.0,2,0,2,0
32,Travel_Rarely,Human Resources,13.0,4,Life Sciences,Female,Manufacturing Director,Married,85640.0,2.0,16,8.0,1,6.0,2.0,4,1,2,0
45,Non-Travel,Sales,2.0,4,Technical Degree,Male,Research Scientist,Married,170480.0,4.0,15,8.0,0,10.0,3.0,8,5,7,0
38,Travel_Frequently,Sales,18.0,4,Life Sciences,Male,Healthcare Representative,Single,41620.0,0.0,15,8.0,1,10.0,1.0,9,1,8,0
34,Travel_Rarely,Research & Development,19.0,3,Technical Degree,Female,Research Director,Divorced,34289.0,1.0,16,8.0,0,9.0,2.0,8,1,1,0
56,Travel_Rarely,Research & Development,11.0,4,Other,Male,Sales Representative,Married,42580.0,2.0,16,8.0,0,5.0,2.0,3,1,0,0
39,Travel_Rarely,Sales,2.0,4,Life Sciences,Male,Laboratory Technician,Divorced,72640.0,0.0,17,8.0,0,11.0,5.0,10,0,7,0
37,Travel_Rarely,Sales,9.0,1,Marketing,Male,Sales Executive,Single,45159.0,2.0,11,8.0,1,18.0,3.0,1,0,1,0
35,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Male,Sales Representative,Married,48830.0,1.0,18,8.0,1,10.0,1.0,10,0,9,0
29,Travel_Rarely,Research & Development,4.0,4,Life Sciences,Male,Sales Executive,Divorced,39780.0,1.0,11,8.0,0,7.0,0.0,7,1,7,0
27,Travel_Rarely,Research & Development,8.0,3,Life Sciences,Male,Manufacturing Director,Married,34093.0,1.0,24,8.0,0,9.0,2.8093203883495144,9,6,8,0
35,Travel_Rarely,Research & Development,6.0,4,Medical,Female,Manufacturing Director,Divorced,119960.0,1.0,19,8.0,2,16.0,3.0,16,10,1,0
40,Travel_Frequently,Research & Development,27.0,4,Life Sciences,Male,Research Scientist,Married,194060.0,3.0,20,8.0,3,16.0,2.0,1,0,0,0
